country,year,region,gdp_growth,broadband,mobile,internet_use,gross_capital,trade_gdp,school_enroll,pop_growth,urban_pop,rule_of_law,fdi,inflation
Belarus,2010,Europe & Central Asia,7.98573282581962,17.5606,108.873,31.8,40.6563662623236,115.917972989303,111.028998547015,-0.218522755959381,74.672,-1.07244062423706,2.43465600372626,7.73574804312501
Belarus,2011,Europe & Central Asia,5.7975501798942,22.1485,112.902,39.6489,37.2175950788459,157.974255073313,108.98986744867,-0.234282914157686,75.188,-1.11289703845978,6.48031997656593,53.2286983118173
Belarus,2012,Europe & Central Asia,1.86726977292648,26.755,112.822,46.91,35.0942730563184,153.085269313372,107.657786407767,-0.156617600248906,75.697,-0.92303854227066,2.22818019245943,59.2197360232519
Belarus,2013,Europe & Central Asia,1.03749002701832,29.4348,117.434,54.17,38.7980262073973,119.815965235724,104.523124130077,-0.0383800002667846,76.199,-0.88221949338913,2.97388136295762,18.3122610377873
Belarus,2014,Europe & Central Asia,1.59406200763553,28.3377,120.366,59.0163,34.8410329356421,110.651424367582,103.510351178762,0.056151567510169,76.693,-0.815213024616241,2.36255232890544,18.1195543526734
Belarus,2015,Europe & Central Asia,-3.9572512538216,30.6041,120.67,62.2304,29.0346959914608,115.914826201946,102.895731001158,0.132853236725342,77.181,-0.879217445850372,2.92676775504253,13.5344897649735
Belgium,1995,Europe & Central Asia,2.17055024299408,24.4653,2.330395105,0.992,21.7907720637316,116.378567821327,159.394599914551,0.209436838020324,96.777,1.34493565559387,3.71102444734668,1.46796699090271
Belgium,1996,Europe & Central Asia,1.12365026891848,24.4653,4.72351216,2.97,21.6307467878374,119.212775757383,159.394599914551,0.1953931762382,96.851,1.36694669723511,5.03718760952012,2.07702107350674
Belgium,1997,Europe & Central Asia,3.54280305613241,24.4653,9.596319875,4.94,22.3003415862901,125.68894005618,159.394599914551,0.241991884983082,96.924,1.34493565559387,4.74788988025515,1.62816049512958
Belgium,1998,Europe & Central Asia,1.74434797656973,0.107218523,17.23787063,7.89,22.3486590795955,124.709122626318,159.394599914551,0.213527650670943,96.996,1.21820557117462,8.77679407696031,0.949250288350616
Belgium,1999,Europe & Central Asia,3.30568109675036,0.224956036,31.16718928,13.8,22.6890118180362,125.169990540949,159.394599914551,0.229189103029716,97.065,1.34493565559387,46.3484571485071,1.12084823417844
Belgium,2000,Europe & Central Asia,3.46547823151502,1.40674,54.9079,29.4317,23.7829613022103,142.230135067034,146.919784545898,0.242517956221334,97.129,1.3139340877533,37.4753122979087,2.54451776190909
Belgium,2001,Europe & Central Asia,0.752467698420773,4.47177,74.8226,31.2884,22.6338254993949,139.576839834619,155.946166992188,0.343951157623668,97.186,1.34493565559387,37.2564694834172,2.46925823086077
Belgium,2002,Europe & Central Asia,1.25199428184297,7.89142,78.407,46.33,20.7474019774138,136.085149488081,157.648773193359,0.448268894821562,97.241,1.34493565559387,7.01242443993657,1.64521436175358
Belgium,2003,Europe & Central Asia,0.615852527269695,11.9786,82.9377,49.97,20.9647077064668,132.715552833888,158.87922668457,0.418641508069053,97.296,1.33109652996063,10.8648744877518,1.58896399970379
Belgium,2004,Europe & Central Asia,3.1239312841995,15.5446,87.6255,53.86,22.6670601715452,136.918405348432,151.638092041016,0.432788248129175,97.35,1.31122982501984,12.0521106747569,2.09728311239315
Belgium,2005,Europe & Central Asia,1.76045646457337,19.187,91.6576,55.82,23.6810632000764,144.529050669983,157.343399047852,0.550055708089009,97.403,1.25764083862305,8.72717720186463,2.78143263670022
Belgium,2006,Europe & Central Asia,1.87817418916214,23.2412,93.3538,61.9819,23.9705491132595,149.567509299511,158.685104370117,0.659558214980699,97.454,1.22459959983826,14.4078713936675,1.79120770070459
Belgium,2007,Europe & Central Asia,2.91838151983706,25.6894,101.06,66.7604,24.6032741505197,152.468446875303,159.439895629883,0.734330830765919,97.505,1.31538724899292,20.5026740062328,1.82305630026808
Belgium,2008,Europe & Central Asia,-0.343476136908251,27.8486,105.901,68.8573,25.9367703303917,161.088447790447,160.468811035156,0.789976845480149,97.555,1.33520579338074,36.8029204549975,4.48944420508402
Belgium,2009,Europe & Central Asia,-2.69253471722568,29.1619,108.9,74.5441,22.0264057475968,135.13840572229,159.661544799805,0.804599572619861,97.603,1.37714815139771,15.948905674901,-0.0531456741253725
Belgium,2010,Europe & Central Asia,1.77618341639121,30.8426,111.132,77.6398,22.3942744569467,150.162563621427,160.66047668457,0.913639391631709,97.651,1.41785252094269,26.0596407490286,2.18929920422458
Belgium,2011,Europe & Central Asia,0.613616927857308,32.1032,113.202,81.61,24.4795580355563,160.765516888126,159.349304199219,1.3010029017038,97.698,1.43484890460968,31.0366884311298,3.53208210722743
Belgium,2012,Europe & Central Asia,-0.403775116080638,33.2388,110.856,80.72,23.5882360674433,160.383301425059,160.110534667969,0.620163579337378,97.744,1.44880962371826,2.36956900950954,2.83966343445896
Belgium,2013,Europe & Central Asia,-0.166173060728624,34.3085,110.349,82.1702,22.7089453730117,157.573622782434,161.845886230469,0.471340143966627,97.789,1.45676612854004,-5.65561784857252,1.11309594027539
Belgium,2014,Europe & Central Asia,1.31477462306464,35.782,113.6,85.0012,23.2582959776352,158.571610953523,162.421981811523,0.44392928847521,97.833,1.54851686954498,-2.82643623555084,0.340002833356965
Belgium,2015,Europe & Central Asia,0.887876358046185,36.5492,113.292,85.0529,23.3223676294346,155.068682045926,164.079818725586,0.579446241677791,97.876,1.45622563362122,-4.23261410354123,0.561429152790087
Belize,1995,Latin America & Caribbean,-1.75842966751721,2.66783,0.759987424,0.0454,19.5958732678103,77.2846590562237,66.8318786621094,2.50432809859251,46.425,-0.106160081923008,2.57005066845736,0.8555737068968814
Belize,1996,Latin America & Caribbean,-1.85719119743948,2.66783,1.040792985,0.883,18.2170770406065,79.5087265675501,75.4892196655273,2.97472085581548,46.214,0.084681548178196,1.94863959569842,0.8555737068968814
Belize,1997,Latin America & Caribbean,0.814424850505333,2.66783,1.171718474,1.29,17.9184795053813,85.4133272269292,75.4892196655273,3.33679111455288,46.003,-0.106160081923008,1.36878864208839,0.8555737068968814
Belize,1998,Latin America & Caribbean,0.325381306580226,2.66783,1.571760772,2.09,16.7294244217321,85.2608929532007,75.4892196655273,3.4918451808564,45.793,-0.106160081923008,1.89887036040882,0.8555737068968814
Belize,1999,Latin America & Caribbean,5.72221331627338,2.66783,2.832000619,4.08,21.4446388402899,93.2766808297926,64.7755508422852,3.44226447456504,45.582,-0.106160081923008,5.86568357910522,0.8555737068968814
Belize,2000,Latin America & Caribbean,8.6327155411516,2.66783,6.98176,5.96384,26.3412064272544,96.5405215558873,67.7030181884766,3.26709202067925,45.398,0.0983268246054649,2.59589533028945,0.8555737068968814
Belize,2001,Latin America & Caribbean,1.78977466458157,2.66783,15.7642,24,22.0839017735334,93.1105047748977,69.2901992797852,3.09932448206021,45.381,-0.106160081923008,5.21613991020445,0.8555737068968814
Belize,2002,Latin America & Caribbean,2.25590594882384,2.66783,20.2059,5.68425,20.7688908528502,92.9980315751416,75.4892196655273,3.02567946888712,45.364,-0.0455109514296055,2.04564953024863,0.8555737068968814
Belize,2003,Latin America & Caribbean,6.43585884980527,0.356358,22.899,24,17.8012071204828,94.3158377263351,75.2354507446289,2.99028222861427,45.347,0.190566956996918,-0.834651673416266,0.8555737068968814
Belize,2004,Latin America & Caribbean,1.73099328616395,1.04053,27.6052,9.8,16.7755291430203,86.3404361637577,76.6425094604492,2.95389266992451,45.33,-0.0529214031994343,7.95917952353371,0.8555737068968814
Belize,2005,Latin America & Caribbean,-0.719541027321938,1.7953,34.3187,17,17.8650123733008,92.9523034679142,75.2656326293945,2.91740780047982,45.313,-0.0485887080430984,8.60425546100288,0.8555737068968814
Belize,2006,Latin America & Caribbean,1.55375431914302,2.51669,40.9896,24,17.3773685699023,98.8593155893536,76.0926818847656,2.87083521745194,45.296,0.0238666515797377,6.83961565976539,0.8555737068968814
Belize,2007,Latin America & Caribbean,0.483371872812938,2.52617,39.9574,24.6,17.427215746002,95.8936207603538,75.4892196655273,2.81604558312441,45.279,-0.0448062308132648,8.22293581328463,0.8555737068968814
Belize,2008,Latin America & Caribbean,-4.35067134002341,2.6439,52.5797,26.3,21.1052964517799,105.44022082926,75.4095230102539,2.75172617782414,45.262,-0.133091673254967,9.75722867845086,0.8555737068968814
Belize,2009,Latin America & Caribbean,-3.01904032261089,2.66783,51.7517,27.2,16.3162570328694,89.546935149541,75.1112899780273,2.67547057673273,45.245,-0.323144495487213,6.44596306922559,0.8555737068968814
Belize,2010,Latin America & Caribbean,-1.29537328094713,2.78381,60.6414,28.2,15.208798762674,95.0335109125279,75.6223037349759,2.41171251993503,45.228,-0.281174033880234,5.52499725518722,0.8555737068968814
Belize,2011,Latin America & Caribbean,-2.3941909917522,2.96305,67.9524,30.7,11.521304835664,107.194658055335,76.1272789038614,2.17847430341063,45.228,-0.469881325960159,5.21871460505905,0.8555737068968814
Belize,2012,Latin America & Caribbean,1.53033826114475,2.98223,51.5597,31,12.4908348172201,111.631926259558,78.8095397154118,2.15086754763262,45.246,-0.435866832733154,10.1708080438062,1.30058074547862
Belize,2013,Latin America & Caribbean,2.24891175831618,2.8979,51.1128,33.6,13.9466240314844,108.793506333784,80.6694303700292,2.13397522406827,45.282,-0.451571971178055,4.53807555984032,0.509747768983173
Belize,2014,Latin America & Caribbean,1.85555461263853,2.8373,49.3805,38.7,17.0934175143225,107.120308663627,80.3583033664053,2.11317688838933,45.335,-0.814675211906433,6.59871532065521,1.20139964481059
Belize,2015,Latin America & Caribbean,0.736857597692236,4.87718,59.4798,41.59,16.6890859761519,104.078794373133,81.2936199454549,2.10144194153298,45.406,-0.79416161775589,2.6957535805453,-0.86158400942767
Benin,1995,Sub-Saharan Africa,3.82668355558341,0.14586290000000002,0.017365389,1.4044400000000001,21.4197671425652,63.800140010475,25.802134513854952,2.11424008856257,36.758,-0.530703067779541,-0.356668640063887,0.896072355749065
Benin,1996,Sub-Saharan Africa,1.62986021443862,0.14586290000000002,0.043634125,0.00169,17.5511679710447,56.5177914456367,25.802134513854952,2.6166771873555,37.071,0.0523155070841312,-0.620945814843515,0.896072355749065
Benin,1997,Sub-Saharan Africa,2.65891588399134,0.14586290000000002,0.067245695,0.0246,18.5448564263514,58.7116296113966,25.802134513854952,2.95210198459104,37.385,-0.530703067779541,0.537109663360586,0.896072355749065
Benin,1998,Sub-Saharan Africa,0.80483062510794,0.14586290000000002,0.095471222,0.0479,18.1551570848512,59.5936252981433,25.802134513854952,3.0829668212606,37.699,0.0505506321787834,0.46002921041369,0.896072355749065
Benin,1999,Sub-Saharan Africa,2.1324003787548,0.14586290000000002,0.107076743,0.155,18.227093726169,54.3917891538957,19.2567005157471,3.09369584671073,38.015,-0.530703067779541,0.253298446675962,0.896072355749065
Benin,2000,Sub-Saharan Africa,2.65043149973154,0.14586290000000002,0.768193,0.225248,16.0084024487125,47.3481515012844,20.0005397796631,3.07665265205002,38.333,-0.181523725390434,-0.363490759310418,0.896072355749065
Benin,2001,Sub-Saharan Africa,2.16452439056758,0.14586290000000002,1.67884,0.363418,17.7527202451424,48.2571706392197,21.7104396820068,3.05435506649292,38.65,-0.530703067779541,0.456588183737808,0.896072355749065
Benin,2002,Sub-Saharan Africa,1.50964025698303,2.736e-4,2.85027,0.702946,14.8337225342659,43.7684225364311,23.5846691131592,3.04010801597376,39.036,-0.260578572750092,-0.462423415216639,0.896072355749065
Benin,2003,Sub-Saharan Africa,0.336976510869505,2.65384e-4,2.98462,0.951327,15.1637900420403,41.6162305574334,24.9001197814941,3.04920259714654,39.536,-0.425706028938293,0.198870349303422,0.896072355749065
Benin,2004,Sub-Saharan Africa,1.28077994352564,9.92757e-4,5.62957,1.18254,15.218605125346,39.9029743365096,26.7041492462158,3.06173106096489,40.039,-0.47660157084465,-0.658688596039682,0.896072355749065
Benin,2005,Sub-Saharan Africa,-1.51043339492205,0.00232609,7.07639,1.27103,12.0860448919113,39.0959311879142,25.802134513854952,3.22061199704122,40.543,-0.534019768238068,-0.133820369489742,0.896072355749065
Benin,2006,Sub-Saharan Africa,0.750089697773319,0.0172318,12.1442,1.53785,12.8734651191902,39.7746987128551,25.802134513854952,3.12066888297415,41.049,-0.53156977891922,-0.175764667500161,0.896072355749065
Benin,2007,Sub-Saharan Africa,2.9001757042866,0.00792944,22.9147,1.79,16.3768679983693,49.1137841529705,25.802134513854952,2.95509554727715,41.558,-0.51314514875412,1.70386973478894,0.896072355749065
Benin,2008,Sub-Saharan Africa,1.77647069609412,0.0912828,39.2846,1.85,13.7404206600646,47.7753592695169,25.802134513854952,3.01959398464251,42.069,-0.530703067779541,0.492562990177947,0.896072355749065
Benin,2009,Sub-Saharan Africa,-0.703743155603306,0.200443,52.9301,2.24,14.8657187295579,44.7026290629806,25.802134513854952,2.99903642214246,42.58,-0.65431421995163,-0.193121764606275,0.896072355749065
Benin,2010,Sub-Saharan Africa,-0.888244805144353,0.275928,72.2115,3.13,15.608089212583,51.4308599492924,25.802134513854952,2.98424162798508,43.093,-0.673685908317566,0.561144747750256,2.20783532536524
Benin,2011,Sub-Saharan Africa,-0.0571230167535077,0.371868,76.9318,4.14832,16.4625572802737,47.2170288118403,45.7294692993164,2.97782202797765,43.608,-0.658945083618164,1.50844050539908,2.70423907747279
Benin,2012,Sub-Saharan Africa,1.74647753021327,0.401639,80.8629,4.5,15.276312739626,50.7367367791134,25.802134513854952,2.96766540040992,44.125,-0.574936270713806,2.52705777310103,6.74468253340713
Benin,2013,Sub-Saharan Africa,4.076668026964,0.396654,89.9019,4.9,18.86187234768,59.2001918331875,52.0378494262695,2.94885160135819,44.642,-0.568178832530975,2.87863747120321,0.428888888888905
Benin,2014,Sub-Saharan Africa,3.26077217060734,0.411777,78.517,6,19.2575856279899,65.2682749404551,52.5952682495117,2.9550187594558,45.166,-0.485574275255203,3.054209933397,-0.548757550948178
Benin,2015,Sub-Saharan Africa,-1.18432043750336,0.644882,82.0193,11.255,20.731792085746,56.7563131849476,55.1333084106445,2.95391627666724,45.695,-0.555592477321625,1.31501182124746,0.218785923536209
Bhutan,1995,South Asia,8.34574582313611,2.10144,0,5.92,44.7169159640622,83.8829086495551,53.5040893554688,-1.18061827424054,20.537,0.219097927212715,0.0172122381711195,6.40960244515767
Bhutan,1996,South Asia,5.41224511341356,2.10144,0,5.92,37.4597045608218,84.629491433895,53.5040893554688,0.144970771387412,21.456,-0.0315036252140999,0.461424354408845,6.40960244515767
Bhutan,1997,South Asia,3.5041831485531,2.10144,0,5.92,27.2132660409736,85.2114372285036,53.5040893554688,1.79023653749442,22.401,0.219097927212715,-0.198734302841513,6.40960244515767
Bhutan,1998,South Asia,3.91677951253379,2.10144,0,5.92,31.3105533972852,85.5831350923996,23.7952499389648,1.9037354324329,23.377,0.0383083745837212,0.6856144962216115,6.40960244515767
Bhutan,1999,South Asia,5.54766474341531,2.10144,0,0.138,35.2474105213207,85.866205982457,27.1374893188477,2.28201573945798,24.383,0.219097927212715,0.263020421489478,6.40960244515767
Bhutan,2000,South Asia,0.881596585426465,2.10144,0,0.400944,54.0420474077414,74.0264971104432,30.5185794830322,2.42228077592733,25.418,0.130426153540611,0.6856144962216115,6.40960244515767
Bhutan,2001,South Asia,4.8804269584859,2.10144,0,0.864629,61.3891806428222,71.0945747295588,33.8684310913086,2.30721437926679,26.48,0.219097927212715,0.6856144962216115,6.40960244515767
Bhutan,2002,South Asia,8.03559524029754,2.10144,0,1.6758,68.5694487644125,70.2833172005966,53.5040893554688,2.2045852261164,27.57,0.0694017261266708,0.433615900118682,6.40960244515767
Bhutan,2003,South Asia,5.5461872466835,2.10144,0.353635,2.43691,66.860297997122,72.8499006593611,53.5040893554688,2.10043282502438,28.688,0.136125683784485,0.516969908871867,6.40960244515767
Bhutan,2004,South Asia,3.07510668161098,2.10144,2.94185,3.15698,67.7331934324244,89.0605518004294,53.5040893554688,1.99990053168434,29.835,0.223591417074203,1.20485866433723,6.40960244515767
Bhutan,2005,South Asia,5.10597951676202,2.10144,5.43918,3.84711,61.2151499544783,97.7434135429344,43.8849105834961,1.72526717067528,30.965,0.332806766033173,0.721867150911614,6.40960244515767
Bhutan,2006,South Asia,4.23383383576189,2.10144,12.235900000000001,4.51832,47.8076929499924,108.157794891125,46.4304084777832,1.34079315421153,31.712,0.212459489703178,0.649361841531609,6.40960244515767
Bhutan,2007,South Asia,14.7631409986349,2.10144,22.0203,5.92,42.9183614516456,106.929022415,50.2249412536621,1.16227298430616,32.469,0.367832779884338,5.88132297381915,6.40960244515767
Bhutan,2008,South Asia,3.35523609267926,0.300138,36.9241,6.55,44.1634785286925,101.954235669521,53.5040893554688,1.12968896454968,33.236,0.421698182821274,0.238630623201841,6.40960244515767
Bhutan,2009,South Asia,6.48266406090858,0.486752,48.8392,7.17,50.189271152596,101.559411565244,58.5537414550781,1.10655106118336,34.01,0.219097927212715,1.37452904839501,6.40960244515767
Bhutan,2010,South Asia,10.7124208428696,1.2364,56.1998,13.6,62.9334525245912,105.010666693593,62.9354400634766,1.0954380761045,34.793,0.161859259009361,4.40487201345335,6.40960244515767
Bhutan,2011,South Asia,7.30476940871061,1.86544,68.2555,14.4,68.2199911028334,102.795600221106,66.9861221313477,1.0978069996978,35.585,0.205665543675423,1.57461513860453,6.40960244515767
Bhutan,2012,South Asia,4.006257825918,2.33744,78.1969,15.6,69.4487268866834,94.0450271469571,72.1302185058594,1.10777662014052,36.371,0.260953724384308,1.2354733641673,6.40960244515767
Bhutan,2013,South Asia,0.614996700864396,2.8239,75.0527,22.4,64.0143242143309,95.0525382780424,76.680793762207,1.10832494505463,37.149,0.317186415195465,1.05127659163372,6.40960244515767
Bhutan,2014,South Asia,4.74506543590765,3.40713,85.1866,30.3,56.5119544142318,87.9342562013295,84.1404190063477,1.07871798585886,37.918,0.417354077100754,1.12656942719562,8.27106093949328
Bhutan,2015,South Asia,5.58370603464722,3.76361,91.241,39.8,56.4311104866744,89.6391604595496,85.2313079833984,1.01496572424441,38.678,0.534871518611908,0.294858179551153,4.54814395082206
Bolivia,1995,Latin America & Caribbean,2.71949597302211,0.7578860000000001,0.092189324,0.0668,15.244003062267,49.737987097898,86.21529769897465,1.88896808659587,59.15,-0.85372930765152,5.847960416432,5.1260015755949055
Bolivia,1996,Latin America & Caribbean,2.44811781398909,0.7578860000000001,0.418055648,0.196,16.2372212746505,49.8562913723023,86.21529769897465,1.85028162992902,59.682,-0.261528313159943,6.40939922529255,5.1260015755949055
Bolivia,1997,Latin America & Caribbean,3.07606050823534,0.7578860000000001,1.455376388,0.448,19.6319690404537,50.4696628058748,86.21529769897465,1.80569805808475,60.212,-0.85372930765152,9.21807040100919,5.1260015755949055
Bolivia,1998,Latin America & Caribbean,3.19121970002656,0.7578860000000001,2.887342571,0.626,23.6065117115701,52.2811629581228,86.21529769897465,1.76561111828867,60.739,-0.227260559797287,11.1715280663643,5.1260015755949055
Bolivia,1999,Latin America & Caribbean,-1.31118057425461,0.7578860000000001,4.980938617,0.982,18.771852078251,44.1682564870165,86.21529769897465,1.74582928419343,61.264,-0.85372930765152,12.196646241927,5.1260015755949055
Bolivia,2000,Latin America & Caribbean,0.762647490787515,0.7578860000000001,6.76967,1.44276,18.1434786934628,45.5977750218555,72.7576370239258,1.71712723342906,61.787,-0.368222206830978,8.76830997312938,5.1260015755949055
Bolivia,2001,Latin America & Caribbean,-0.0171004578047587,0.7578860000000001,8.91055,2.12046,14.2684344660588,45.2278224315522,75.7862701416016,1.68688229604066,62.306,-0.85372930765152,8.66860569359696,5.1260015755949055
Bolivia,2002,Latin America & Caribbean,0.78576649065613,0.0374142,11.4977,3.11719,16.294673391902,49.3502603725957,80.6306991577148,1.67248263752338,62.783,-0.378112554550171,8.55789350643914,5.1260015755949055
Bolivia,2003,Latin America & Caribbean,1.00515839382614,0.0634205,14.1298,3.5086,13.2320723069973,51.967836443987,83.4697265625,1.6750939203872801,63.248,-0.46946907043457,2.442343967183,5.1260015755949055
Bolivia,2004,Latin America & Caribbean,2.43501168410252,0.0947711,19.5647,4.43992,11.0217031489009,57.4642660901316,86.3809967041016,1.68272509947837,63.711,-0.626744568347931,0.745772608696722,5.1260015755949055
Bolivia,2005,Latin America & Caribbean,2.67600659638198,0.138589,25.8676,5.22758,14.2536216336637,67.6419413613743,87.4255523681641,1.68564890189224,64.17,-0.765424847602844,-2.49886824544741,5.1260015755949055
Bolivia,2006,Latin America & Caribbean,3.02573624628791,0.184726,30.2062,6.20067,13.8653311051279,74.537848431547,86.5906295776367,1.70464062326774,64.628,-0.85372930765152,2.45168756123775,4.28239604802562
Bolivia,2007,Latin America & Caribbean,2.79100341987339,0.350786,33.5993,10.4992,15.1866548549559,76.0619114476148,86.0495986938477,1.71051652675101,65.082,-0.832326352596283,2.79185385749299,8.70560923578868
Bolivia,2008,Latin America & Caribbean,4.37162980865932,0.805148,51.1488,12.5,17.5527400611141,82.8670208961798,85.3683776855469,1.68811436886035,65.535,-0.978549301624298,3.07261074755318,14.006810770252
Bolivia,2009,Latin America & Caribbean,1.65007711075677,0.959778,64.5389,16.8,16.971260971496,68.6270739127592,83.7523803710938,1.66527120616965,65.984,-1.11391890048981,2.43967814560444,3.34645420142013
Bolivia,2010,Latin America & Caribbean,2.42845713052706,0.942298,70.5073,22.4,17.0070184588469,75.5116262512877,87.7601876397411,1.64440681785103,66.43,-1.02979016304016,3.16542867647895,2.50327605844241
Bolivia,2011,Latin America & Caribbean,3.5106497172214,0.710624,80.7163,30,19.8155524290026,82.4803954243518,85.300407946135,1.62276978666345,66.874,-0.984035789966583,3.58442251378885,9.88446419823886
Bolivia,2012,Latin America & Caribbean,3.45406361160391,1.10983,90.2756,35.34,17.6729919914841,84.9487611684942,87.0108512162742,1.59965176170266,67.315,-1.01876401901245,3.9135501461408,4.51560291399369
Bolivia,2013,Latin America & Caribbean,5.12847092655488,1.44251,97.5951,36.99,19.0177268858945,81.2309075267174,88.7650557098116,1.57374447646261,67.699,-1.05095064640045,5.7066221190291,5.73640023719612
Bolivia,2014,Latin America & Caribbean,3.84418416828574,1.59263,96.3264,34.6016,21.0337970312715,85.2644695625131,89.4564819756877,1.54455877769864,68.047,-1.05833506584167,1.98982485629696,5.76660074579141
Bolivia,2015,Latin America & Caribbean,3.27865155787237,1.64281,92.266,37.4868,20.2812768788265,67.9328451905248,90.6139031958796,1.51686119793977,68.393,-1.16211700439453,1.68072787961335,4.05961041135646
Bosnia and Herzegovina,1995,Europe & Central Asia,16.2756717446736,3.44215,0,23.22455,19.9831460781267,91.8796126648453,87.0009307861328,-0.264696613722251,40.817,-0.407430082559586,2.77974704136229,1.748494736787145
Bosnia and Herzegovina,1996,Europe & Central Asia,47.8454189814321,3.44215,0.03838526,0.0151,41.2139014001628,107.500043530726,87.0009307861328,4.20786610562907,41.13,-0.241686642169952,2.77974704136229,1.748494736787145
Bosnia and Herzegovina,1997,Europe & Central Asia,31.7790126161019,3.44215,0.222345857,0.0594,41.9999993717899,100.630964756317,87.0009307861328,3.62316159046938,41.442,-0.407430082559586,2.77974704136229,1.748494736787145
Bosnia and Herzegovina,1998,Europe & Central Asia,14.5879851619457,3.44215,0.611923183,0.144,38.0000002760846,125.666609057011,87.0009307861328,1.7546739878352,41.755,-0.67188423871994,1.62108640132628,1.748494736787145
Bosnia and Herzegovina,1999,Europe & Central Asia,8.4357426797004,3.44215,1.266718581,0.194,27.9999793095576,121.820541564193,87.0009307861328,0.99637536807999,42.069,-0.407430082559586,3.7723201862043,1.748494736787145
Bosnia and Herzegovina,2000,Europe & Central Asia,4.66760700032478,6.49074e-4,2.24498,1.08296,29.7272486017105,85.3577431341788,87.0009307861328,0.710877055593974,42.384,-0.602258622646332,2.62359146003394,1.748494736787145
Bosnia and Herzegovina,2001,Europe & Central Asia,1.94134423240946,0.00162701,10.6404,1.20053,30.9796327754853,86.0357326558687,87.0009307861328,0.471676305567227,42.698,-0.407430082559586,2.04280425934339,1.748494736787145
Bosnia and Herzegovina,2002,Europe & Central Asia,4.81267472246574,0.00508596,17.8792,2.64827,30.8221182952827,78.727479488695,87.0009307861328,0.204698282637517,43.014,-0.656005680561066,3.97979753441333,1.748494736787145
Bosnia and Herzegovina,2003,Europe & Central Asia,4.10276191091926,0.0358979,25.721800000000002,3.96504,29.689360528506,80.5694572639365,87.0009307861328,-0.226593575129443,43.33,-0.616845548152924,4.49216828974651,1.748494736787145
Bosnia and Herzegovina,2004,Europe & Central Asia,7.28905214304663,0.160276,33.9881,15.469,29.8957101126865,81.8126836247759,87.0009307861328,-0.902366959162245,43.648,-0.49067422747612,8.75886039736336,1.748494736787145
Bosnia and Herzegovina,2005,Europe & Central Asia,5.02565569938795,0.334481,38.9203,21.3267,28.7397822003268,84.3554628217984,87.0009307861328,-1.08029233976901,43.965,-0.519786179065704,5.55844401745043,1.748494736787145
Bosnia and Herzegovina,2006,Europe & Central Asia,6.27586037305254,0.984428,46.4606,25.1224,25.2768165996806,79.8299477752016,87.0009307861328,-0.814268145096121,44.282,-0.496493607759476,6.57577358932059,6.12556615620284
Bosnia and Herzegovina,2007,Europe & Central Asia,7.17190545195466,2.11019,61.0557,27.92,29.8412812469917,83.551858889163,80.9894485473633,-1.23438180520165,44.601,-0.46990641951561,11.6737641903939,1.50077710611542
Bosnia and Herzegovina,2008,Europe & Central Asia,7.20356812382947,4.77411,80.532,34.66,31.6950160007338,86.1628798430504,85.227912902832,-1.65511289388464,44.92,-0.407430082559586,5.25748627826678,7.42704310332953
Bosnia and Herzegovina,2009,Europe & Central Asia,-1.31069381009991,7.52909,83.9539,37.74,23.6484988031786,73.7474942255023,87.0009307861328,-1.73115539384589,45.239,-0.360137552022934,0.786371182353609,-0.381464282453061
Bosnia and Herzegovina,2010,Europe & Central Asia,2.67372248880544,10.2559,81.6019,42.75,19.708762239122,80.9682159626823,85.5183715820312,-1.77665932121615,45.558,-0.355648875236511,2.5840244914247,1.99621236745887
Bosnia and Herzegovina,2011,Europe & Central Asia,2.83942378838866,11.4984,84.7529,43.8877,22.199889582133,87.8363477136556,87.7279968261719,-1.84492216631166,45.878,-0.331778317689896,2.52952738058176,3.67124999999999
Bosnia and Herzegovina,2012,Europe & Central Asia,1.11532095182034,12.7897,91.4833,45.0645,22.4364115870283,88.1451088628529,90.7853088378906,-1.93437927837206,46.199,-0.197178289294243,2.27539881306156,2.05267452001717
Bosnia and Herzegovina,2013,Europe & Central Asia,4.02941225008094,14.2931,96.6063,48.5213,21.2335805467275,87.9312413116757,92.2983932495117,-1.62767576055568,46.519,-0.139407932758331,1.72337938246778,-0.0930456838317784
Bosnia and Herzegovina,2014,Europe & Central Asia,2.45997594841789,15.2155,97.9342,49.9177,22.5258642223175,90.5522806874185,90.2868576049805,-1.2829607801223,46.84,-0.132231548428535,2.93590262269064,-0.89719405419433
Bosnia and Herzegovina,2015,Europe & Central Asia,5.68705838767913,18.0469,97.8678,52.6,21.6895898494442,88.2919898407608,85.716178894043,-1.30696713269434,47.173,-0.264572232961655,2.33529302949791,-1.03602303425471
Botswana,1995,Sub-Saharan Africa,4.25881194607905,0.589146,0,0.0645,27.1301337481509,94.595171646002,58.8820610046387,2.62366178434921,48.981,0.577083766460419,1.48846306653149,5.88460707056817
Botswana,1996,Sub-Saharan Africa,3.27499725471586,0.589146,0,0.157,23.4435212132871,90.955575275056,76.3808479309082,2.44368367103611,49.83,0.584521055221558,1.46835552021692,5.88460707056817
Botswana,1997,Sub-Saharan Africa,5.86002742979099,0.589146,0,0.308,24.0519865995919,108.604415150755,76.3808479309082,2.30264662254376,50.677,0.577083766460419,1.99411258650837,5.88460707056817
